1,1,0,12,2
1,1,0,14,2
1,1,0,15,1
1,1,0,16,0
1,1,0,21,2
1,1,0,22,2
1,1,0,25,1
1,1,0,26,0
1,1,0,31,2
1,1,0,32,2
1,1,0,33,1
1,1,0,34,0
1,1,0,35,0
1,1,0,36,1
1,1,0,41,2
1,1,0,42,2
1,1,0,43,0
1,1,0,44,1
1,1,0,45,0
1,1,0,46,1
1,1,0,51,2
1,1,0,52,2
1,1,0,53,0
1,1,0,54,1
1,1,1,61,2
1,1,1,62,2
1,1,1,65,1
1,1,1,66,0
1,1,1,71,2
1,1,1,72,2
1,1,1,73,1
1,1,1,74,0
1,1,1,75,1
1,1,1,76,0
1,1,1,81,2
1,1,1,82,2
1,1,1,83,1
1,1,1,84,0
1,1,1,85,0
1,1,1,86,1
1,1,1,91,2
1,1,1,92,2
1,1,1,93,0
1,1,1,94,1
1,1,1,95,0
1,1,1,96,1
1,1,1,101,2
1,1,1,102,2
1,1,1,103,0
1,1,1,104,1
1,1,1,105,0
1,1,1,106,1
1,1,1,111,2
1,1,1,112,2
1,1,1,113,0
1,1,1,114,1
1,1,1,115,0
1,1,1,116,1
1,1,1,123,1
1,1,1,124,0
1,1,1,125,0
1,1,1,126,1
2,1,0,12,2
2,1,0,13,1
2,1,0,14,0
2,1,0,15,1
2,1,0,16,0
2,1,0,21,2
2,1,0,22,2
2,1,0,23,1
2,1,0,24,0
2,1,0,25,0
2,1,0,26,1
2,1,0,31,2
2,1,0,32,2
2,1,0,33,0
2,1,0,34,1
2,1,0,35,0
2,1,0,36,1
2,1,0,41,2
2,1,0,43,0
2,1,0,44,1
2,1,0,45,0
2,1,0,46,1
2,1,0,51,2
2,1,0,52,2
2,1,0,53,1
2,1,0,54,0
2,1,0,55,0
2,1,0,56,1
2,1,1,61,2
2,1,1,71,2
2,1,1,72,2
2,1,1,73,1
2,1,1,74,0
2,1,1,75,0
2,1,1,76,1
2,1,1,82,2
2,1,1,83,1
2,1,1,84,0
2,1,1,85,1
2,1,1,86,0
2,1,1,91,2
2,1,1,92,2
